0,1,2,3,4,5,6,7
967,saying,[ˈseɪɪŋ],n.俗话，谚语,"Jane was fond of quoting the sayings of
philosophers.",简喜欢引用哲人的话。,,
968,scare,[skeə(r)],"n.惊恐，恐慌 v.使惊恐；
易受惊吓",The thunder scared the children.,雷声使孩子们受到了惊吓。,,
969,scene,[si:n],"n.（戏剧、电影等的）一
场；景色；场面","The meeting was held behind the
scenes.",会议是秘密召开的。,,
970,schedule,[ˈʃedju:l],"n.时间表，进度表 vt.安
排，预定","What is the schedule of the half-day
tour?",半日游的行程如何安排？,,
971,school,[sku:l],n.学校；学派,Which school do you go to?,你上的是哪所学校？,,
972,science,[ˈsaɪəns],n.科学,"Science advances the boundaries of
knowledge.",科学扩展了知识的范围。,,
973,scientific,"[ˌsaɪənˈtɪfɪ
k]",a.科学的,"We should take a scientific approach to
problems.",我们应以科学的方法研究问题。,,
974,scientist,[ˈsaɪəntɪst],n.科学家,"The scientist abandoned his research for
lack of fund.","由于缺乏资金，这位科学家放弃了他的
研究。",,
975,scold,[skəʊld],vt.斥责,I scold him for having left the door open.,我责备他没有关门。,,
976,score,[skɔ:(r)],"n.（比赛）得分；二十 v.
得（分）","Add up your score for each type of
intelligence.","把每一种智力赛中你得到的分数加起
来。",,
977,scream,[skri:m],n./v.尖叫,She let out a scream of terror.,她发出恐怖的尖叫声。,,
978,sea,[si:],"n.海，海洋；大量，茫茫
一片",The storm interrupted all travel by sea.,暴风雨中断了所有的海上航行。,,
979,search,[sɜ:tʃ],n./v.搜查，搜索，寻找,Mark went in search of water.,马克去找水了。,,
980,season,[ˈsi:zn],n.季节；旺季，活跃季节,"The four seasons are spring, summer,
autumn and winter.",四季为春、夏、秋、冬。,,
981,seat,[si:t],n.座位 vt.使就座,"After I was seated at the back of the
classroom, I saw some villagers sitting
there too.","我在教室后面坐下来，看见一些村民也
坐在那儿。",,
982,second,[ˈsekənd],n.秒 a.第二的 num.第二,Every second counts.,分秒必争。,,
983,secret,[ˈsi:krət],n./a.秘密（的）,"A secret comer told me to keep the
secret in secret in a secret place.","一个神秘的人在秘密地点秘密地告诉我
要保守这个秘密。",,
984,secretary,[ˈsekrətri],n.秘书,Miss Li is employed as a secretary.,李小姐被聘为秘书。,,
985,secure,[sɪˈkjʊə(r)],"a.安全的，可靠的，放心
的；稳固的 vt.获得；保
护，保卫","Every citizen has the right to live a
peaceful and secure life.","每个公民都有权过上和平、安定的生
活。",,
986,see,[si:],v.看见；领会；拜访,Seeing is believing.,眼见为实。,,
987,seed,[si:d],n.种子,This tree produces seeds in the fall.,这棵树在秋天结籽。,,
988,seek,[si:k],v.寻找；试图,"Local schools are seeking to reduce the
dropout rate.",当地学校在寻找办法降低辍学率。,,
989,seem,[si:m],vi.好像，看起来,Everything seemed easy.,看来一切都不难。,,
990,seize,[si:z],vt.抓住（时机等）,"Seize the day, seize the hour.",只争朝夕。,,
991,seldom,[ˈseldəm],ad.很少，不常,He seldom eats any breakfast.,他很少吃早餐。,,
992,sell,[sel],v.卖，出售,I want to sell the car.,我想卖掉这辆车。,,
993,send,[send],vt.送；派遣；邮寄,"I will send my son to you with my
message.",我会让我儿子带口信给你。,,
994,senior,[ˈsi:niə(r)],"a.资格老的，地位较高
的；年长的 n.（大学）四
年级学生；较年长者",My brother is senior to me by two years.,我哥哥比我年长两岁。,,
995,sense,[sens],n.感觉；判断力,"A sense of panic has spread over the
country.",举国上下一片恐慌。,,
996,sentence,[ˈsentəns],n.句子 vt.宣判，判决,He was sentenced to death for murder.,他因谋杀而被判死刑。,,
997,separate,[ˈseprət],"a.分离的；单独的 v.
（使）分开，分离","Separate the good ones from the bad
ones.",把好的和坏的分开。,,
998,serious,[ˈsɪəriəs],"a.严肃的，认真的；严重
的",He is serious about giving up smoking.,他真想戒烟。,,
999,servant,[ˈsɜ:vənt],n.仆人，佣人,"Money is a good servant but a bad
master.",金钱是善仆，却是恶主。,,
1000,serve,[sɜ:v],v.（为……）服务；招待,The waiter served him a glass of beer.,服务员给他端上一杯啤酒。,,
1001,service,[ˈsɜ:vɪs],n.服务,"If you need any help, I and my car are
at your service.","你需要帮助的话，我和我的车随时侍
候。",,
1002,set,[set],"vt.放，置；设置（戏剧、
小说等的）背景；落下 n.
（一）套；布景","They set up on the last stage of their
journey.",他们动身踏上最后一段行程。,,
1003,settle,[ˈsetl],"v.解决；安家，定居；决
定",The family has settled in Canada.,这家人已定居加拿大。,,
1004,several,[ˈsevrəl],"det./pron.几个，数个，
一些",I have several friends in the town.,我在城里有几个朋友。,,
1005,sew,[səʊ],v.缝补,I've sewn your button on again.,我把你的扣子又钉上了。,,
1006,sex,[seks],n.性，性别,"Love is a matter of chemistry； sex is a
matter of physics.","爱是化学问题，性是物理问题。
（卡森）",,
1007,shade,[ʃeɪd],n.阴凉处，树荫,"Some flowers do better in shade than in
direct sunlight.","有些花在阴凉的地方长得比直接受日照
时好。",,
1008,shadow,[ˈʃædəʊ],n.阴影，影子,"The shadows of the trees grew longer as
the afternoon went on.","随着下午时光的延续，树影变得越来越
长。",,
1009,shake,[ʃeɪk],v.摇动；震动,She shook her head in disbelief.,她摇摇头，不相信。,,
1010,shall,[ʃəl],"modal v.（表示将来）
（我/我们）将会，
会；……好吗",What shall we do tomorrow?,我们明天要做什么呢？,,
1011,shallow,[ˈʃæləʊ],a.浅的；浅薄的,She proved to be a shallow person.,她原来是个肤浅的人。,,
1012,shame,[ʃeɪm],n.羞愧；遗憾的事,"She bowed her head （down） in
shame.",她羞愧地低下头来。,,
1013,shape,[ʃeɪp],n.形状 vt.形成；使成型,Shape the dough into small balls.,把面团搓成小圆球。,,
1014,share,[ʃeə(r)],v.分享，共同使用；分担,I shared my umbrella with him.,我与他合撑一把伞。,,
1015,sharp,[ʃɑ:p],"a.锋利的，尖的；急剧
的，猛烈的；尖酸的；敏
锐的","Nowadays, there is a sharp increase in
children's creativity.",如今孩子们的创造力急剧提升。,,
1016,shave,[ʃeɪv],"v.剃，刮（胡须等）；刮
脸",Bill has shaved his beard off.,比尔已刮掉了胡子。,,
1017,sheep,[ʃi:p],n.[单同复]羊，绵羊,"A spoiled lamb will become an
overbearing sheep.",儿时受宠，成人蛮横。,,
1018,sheet,[ʃi:t],n.床单；纸张;薄片,He put clean sheets on the bed.,他把干净的床单铺在床上。,,
1019,shelf,[ʃelf],n.架子，搁板,"We will have to put up some more
shelves for all these books.","我们该为这些书再装几块（书架）搁
板。",,
1020,shine,[ʃaɪn],"v.（shone,shone)照耀；
发光；(shined,shined)擦
亮 n.光泽；阳光","Behind him the moon shone down over
green hills.",在他的身后，月光照射在青山上。,,
1021,shock,[ʃɒk],vt.使震惊；电击,We were shocked at the news.,那个消息令我们震惊。,,
1022,shoot,[ʃu:t],"v.射击，射中，射死；发
芽 n.射击；嫩芽","The rabbit eating shoots on the grass
was shot.",正在草地上吃草的兔子被射死了。,,
1023,shop,[ʃɒp],n.商店 vi.买东西，购物,Mary always shops in that store.,玛丽总在那家商店购物。,,
1024,shore,[ʃɔ:(r)],n.岸，滨,"He has a house on the shores of the
lake.",他在湖畔有一栋房子。,,
1025,short,[ʃɔ:t],a.短的；矮的；缺乏的,"The boy is too short to reach the pears
on the tree.",这个男孩个子太矮，够不到树上的梨。,,
1026,shot,[ʃɒt],"n.发射，射击；射门，投
篮","The bird was wounded by a shot in the
left wing.",那只鸟左翅被射伤。,,
1027,should,[ʃʊd],"v.（shall的过去式）将
要；应该；可能",They should arrive soon.,他们应该快到了。,,
1028,shoulder,[ˈʃəʊldə(r)],n.肩膀 vt.肩负,"As a leader，you should shoulder the
duties of yourself.","作为一个领导，你应该负起你应负的责
任。",,
1029,shout,[ʃaʊt],n./v.喊，高呼,"The audience shouted the speakers
down.","听众向那名演说者喝倒彩，使他停止说
话。",,
1030,show,[ʃəʊ],"vt.表明；显示；出示；
引，领 n.展览，展示；节
目，演出","Show her in, Mrs.Pierce.",皮尔斯夫人，带她进来。,,
1031,shower,[ˈʃaʊə(r)],n.淋浴；阵雨,"We were caught in a shower on the
way.",我们在途中被阵雨淋了。,,
1032,shut,[ʃʌt],v.关闭，关上,"They sat together around the table, with
the door shut.",他们关着门围坐在桌子边。,,
1033,shy,[ʃaɪ],a.害羞的,"Small children are often shy of anyone
they do not know.",小孩子在生人面前常害羞。,,
1034,sick,[sɪk],a.患病的；恶心的,She was sick in bed with a cold.,她因感冒而卧病在床。,,
1035,side,[saɪd],"n.边，面；侧面；一派，
一方",He took our side in the dispute.,争论中他站在我们这一边。,,
1036,sigh,[saɪn],vi./n.叹气,She sighed over her unhappy fate.,她嗟叹自己命苦。,,
1037,sight,[saɪt],n.视力；景象；风景,The soldier lost his sight in a fight.,那位战士在一次战斗中失明了。,,
1038,signal,[ˈsɪgnəl],"n.信号，暗号；标志，表
示",A green light is a signal to pass.,绿灯是通行信号。,,
1039,signature,[ˈsɪgnətʃə(r)],n.签名,"They returned her cheque because she
hadn't put her signature on it.","他们把支票退给了她，因为她没有在支
票上签名。",,
1040,silence,[ˈsaɪləns],n.寂静；沉默,There was dead silence all around.,周围是一片沉寂。,,
1041,silent,[ˈsaɪlənt],a.寂静的；沉默的,The school was silent in the night.,夜晚校园内万籁俱寂。,,
1042,silk,[sɪlk],n.丝，绸,The shirt is made of silk.,这件衬衫是丝制的。,,
1043,silly,[ˈsɪli],a.傻的，糊涂的,It's silly of you to trust him.,你信任他，真是太傻了。,,
1044,similar,[ˈsɪmələ(r)],a.类似的，相似的,Her ideas are quite similar to mine.,她的观点和我的很相似。,,
1045,simple,[ˈsɪmpl],a.简单的；单纯的,Modern cameras are very simple to use.,现代照相机使用非常简便。,,
1046,since,[sɪns],"prep.从……以来 conj.自
从；由于，既然 ad.自……
以来；此后","Where have you been since I last saw
you?","自从上次我见到你以后，你到哪儿去
了？",,
1047,sing,[sɪŋ],v.唱，演唱,The birds are singing.,鸟儿在歌唱。,,
1048,single,[ˈsɪŋgl],"a.单一的，单个的；单身
的",There wasn't a single bus in the street.,大街上一辆公共汽车都没有。,,
1049,sink,[sɪŋk],"v.（使）下沉，（使）沉
没；（使）降低 n.水池，
洗涤槽",A big wave sank the boat.,一个大浪把小船打沉了。,,
1050,sit,[sɪt],vi.坐，坐落 vt.使就座,"I have a very busy life with no time to sit
around feeling sorry for myself.","我的生活很充实，没有时间闲坐着顾影
自怜。",,
1051,situation,[ˌsɪtʃuˈeɪʃn],n.形势；情况,"Schoolchildren must be taught to deal
with dangerous situations.",必须教会学童如何处理危险情况。,,
1052,size,[saɪz],n.尺寸，大小,Your bag is of a size with mine.,你的包和我的一样大。,,
1053,skate,[skeɪt],vi.滑冰,Would you like to go skating with me?,你愿意和我一起去滑冰吗？,,
1054,skill,[skɪl],n.技能，技巧,Reading and writing are different skills.,阅读和写作是不同的技能。,,
1055,skil(l)ful,['skɪlfʊl],a.(at)有技巧的，娴熟的,"I admire the boy I debated against
because he was very skillful.","我很欣赏和我辩论的那个男孩，他很有
技巧。",,
1056,skin,[skɪn],n.皮，皮肤；果皮，外皮,The purse was made of deer skin.,那只皮包是用鹿皮做的。,,
1057,sky,[skaɪ],n.天空,There is a rainbow in the sky after raining.,雨后天空出现了一道彩虹。,,
1058,slave,[sleɪv],n.奴隶,"There were more slaves than citizens in
ancient Athens.",在古雅典，奴隶比公民多。,,
1059,sleep,[sli:p],vi./n.睡，睡眠,"I went to bed at ten last night, but I didn't
go to sleep at twelve. I only slept 5 hours.","昨晚我十点上床睡觉，但到十二点还没
有入睡。我只睡了五个小时。",,
1060,slight,[slaɪt],a.轻微的，微小的,I woke up with a slight headache.,我醒来时有点头痛。,,
1061,slow,[sləʊ],"a./ad.慢的/地，缓慢的/
地",My watch is two minutes slow.,我的表慢两分钟。,,
1062,small,[smɔ:l],a.少的，小的,The T-shirt was too small for him.,这件 T恤衫他穿太小了。,,
1063,smart,[smɑ:t],a.聪明的，伶俐的,"He is such a smart boy that we all like
him.","他是如此聪明的小孩，以至于我们都喜
欢他。",,
1064,smell,[smel],"v.闻，嗅；闻起来；散
发……气味 n.气味",I love the smell of roses.,我喜欢玫瑰花的味道。,,
1065,smile,[smaɪl],vi./n.微笑,"She smiled at me,and laughed at my
jokes.","她对我微笑，听了我讲的笑话而哈哈大
笑起来。",,
1066,smoke,[sməʊk],"n.烟；抽烟 v.冒烟；抽
（烟）","Mr.Brown went outside for a quick
smoke.",布朗先生到外面迅速地抽了一支烟。,,
1067,smooth,[smu:ð],"a.平滑的；平稳的；顺利
的",Smooth water runs deep.,静水深流。/沉默者深谋。,,
1068,snow,[snəʊ],n.雪 vi.下雪,Timely snow predicts a bumper harvest.,[谚]瑞雪兆丰年。,,
1069,so,[səʊ],"ad.如此，那么；非常；
也 conj.因此",We went early so as to get good seats.,为了占到好座位，我们早早就去了。,,
1070,society,[səˈsaɪəti],n.社会；协会；交际,"Women play an important part in
society.",妇女在社会上起着重要的作用。,,
1071,soft,[sɒft],a.软的；柔和的,Silk feels soft and smooth.,丝织品摸起来柔软光滑。,,
1072,soil,[sɔɪl],n.土壤，土地,This soil is good for growing things.,这种土壤适合于耕种。,,
1073,solid,[ˈsɒlɪd],n.固体 a.固体的；稳固的,"Water is liquid, but it becomes solid
when it freezes and becomes gas when
it was boiled.","水是液体，但它遇冷凝就成了固体，煮
沸则变成气体。",,
1074,some,[səm],"det.一些，若干 pron.有
些人，有些事情",We will meet again some day.,后会有期。,,
1075,"someone
/somebody","[ˈsʌmwʌn] /
[ˈsʌmbədi]","pron.某人，有人；重要
人物",You can ask somebody wise for help.,你可以去向聪明的人求助。,,
1076,something,[ˈsʌmθɪŋ],"pron.某事，某物，某种
东西",There's something wrong with the TV.,电视出毛病了。,,
1077,sometimes,[ˈsʌmtaɪmz],ad.有时,"Sometimes we don't even know we are
very sad until we cry.","有时直到哭泣时我们才意识到自己很伤
心。",,
1078,somewhere,[ˈsʌmweə(r)],"ad.在/到某处；大约，大
概","They are going away to Geneva or
somewhere.",他们即将失去日内瓦或别的什么地方。,,
1079,soon,[su:n],ad.不久，很快,I will be back soon.,我很快就会回来。,,
1080,sorrow,[ˈsɒrəʊ],n.悲哀，悲痛；伤心事,"No words can express his sorrow at his
father's death.","任何言语都无法表达他对父亲去世的悲
痛之情。",,
1081,sorry,[ˈsɒri],"a.难过的；对不起的；懊
悔的",I am sorry you are ill.,对你生病我感到很难过。,,
1082,sort,[sɔ:t],"n.种类，类别 vt.把……分
类，拣选；妥善处理","Rubbish can easily be separated and
sorted into plastics, glass and paper.","垃圾很容易分开并扫入塑料、玻璃和纸
三类。",,
1083,soul,[səʊl],n.灵魂；心灵；气魄,Discipline is the soul of an army.,纪律是军队的灵魂。,,
1084,sound,[saʊnd],"v.听起来；（使）发声 n.
声音","There was a loud noise outside the
classroom. The physics teacher had to
raise his voice, ""Light travels much faster
than sound.""","教室外面一片嘈杂声，物理老师只得提
高了声音说：“光的传播速度比声音快
得多。”",,
1085,space,[speɪs],n.空间；太空,"We must make good use of the
available space.",我们必须充分利用现有空间。,,
1086,spare,[speə(r)],a.空闲的，多余的,He is studying music in his spare time.,他在空闲时间学音乐。,,
1087,speak,[spi:k],"v.说话；讲（某种语
言）；发言，演讲","After she spoke at the meeting, she
talked with the students. She told them
that what she said was very important.","在会上发言后，她跟学生们进行了交
谈，并告诉他们她讲的很重要。",,
1088,special,[ˈspeʃl],a.特别的；专门的,"They set up a special committee to look
into the matter.","他们设立了一个特别委员会来调查此
事。",,
1089,speech,[spi:tʃ],n.演讲,I had to give a speech to the press club.,我得向记者俱乐部发表演说。,,
1090,speed,[spi:d],"n.速度（sped，sped或-
ed,-ed) vi.快速行进 vt.加
速，促进","They are broadening the bridge to speed
up the flow of traffic.",他们正在加宽这座桥，以加快车流量。,,
1091,spell,[spel],v.拼写,He spelt the word wrongly.,他把那个词拼错了。,,
1092,spend,[spend],"vt.花（金钱、时间等）；
度过",I spent two years (in) writing the novel.,我花了两年的时间写这部小说。,,
1093,splendid,[ˈsplendɪd],"a.壮丽的，辉煌的；[口]
极好的","You will see a splendid scene in front of
you.",你会看到眼前一片壮丽的景象。,,
1094,spirit,[ˈspɪrɪt],n.精神,The spirit is willing but the flesh is weak.,心有余而力不足。,,
1095,spit,[spɪt],v.吐唾沫；吐,Nick rolled down his window and spat.,尼克摇下窗子，啐了口唾沫。,,
1096,spot,[spɒt],"n.斑点，污点；地点 vt.弄
脏，玷污；认出，发现","The most beautiful spot on the river is the
Three Gorges.",沿江最美的景点就是三峡。,,
1097,spread,[spred],"v.伸展，展开；散步，蔓
延","The policeman spread out and searched
the surrounding fields.",警察分散开来，在周围的田地里搜索。,,
1098,square,[skweə(r)],"n.广场；正方形；平方 a.
平方的；正方形的","There was a square with trees and grass
in the centre of the city, which covers an
area of two hundred meters square.","在城市的中心有一种着树和草的广场，
占地 200 平方米。",,
1099,stage,[steɪdʒ],n.舞台；阶段,Our baby is at the walking stage.,我们的小孩正在学走路的阶段。,,
1100,stair,[steə(r)],n.[常pl.]楼梯,She hurried up the stairs to her room.,她匆匆上楼到她的房间去。,,
1101,stand,[stænd],"v.站；坐落；忍受；经受
n.看台；摊；立场",What does ATM stand for?,ATM 是什么意思？,,
1102,standard,[ˈstændəd],n./a.标准（的）,"The school set high standards of
behaviour for the pupils.","那所学校给学生制定了严格的行为准
则。",,
1103,stare,[steə(r)],vi.盯，凝视,I screamed and everyone stared at me.,我尖叫了一声，大家都盯着我看。,,
1104,start,[stɑ:t],v.出发；开始；创办,We start lessons at 9 am.,我们上午 9 点开始上课。,,
1105,starve,[stɑ:v],v.（使）饿死；渴望,I am starving!,我快饿死了！,,
1106,state,[steɪt],n.状态，状况；州；国家,She is in a poor state of health.,她的健康状况不佳。,,
1107,statement,[ˈsteɪtmənt],n.声明，陈述,"The president is to make a statement
tomorrow.",总统明天将发表一项声明。,,
1108,station,[ˈsteɪʃn],n.站，所；车站,Can you tell me the way to the station？,你能告诉我去车站的路吗？,,
1109,stay,[steɪ],vi./n.停留，逗留,I'll stay here till you come back.,我会待在这里，直到你回来。,,
1110,steal,[sti:l],v.偷，窃取,"Somebody stole my money from the
desk drawer.",有人从书桌抽屉里偷了我的钱。,,
1111,steam,[sti:m],n.水蒸气，蒸汽,Many engines are driven by steam.,许多发动机由蒸汽推动。,,
1112,step,[step],"n.脚步（声）；步骤；阶
梯，台阶 vi.踏，举步","Police in America has stepped up their
search for a fifteen-year-old boy.","美国警方已加紧了对一个 15 岁男孩的
搜寻工作。",,
1113,stick,[stɪk],"v.黏，贴；插；伸向；卡
住 n.小树枝，棒，棍","If you stick to the truth, you have nothing
to fear.",如果你坚持真理，就没有什么好怕的。,,
1114,still,[stɪl],"ad.还，依旧 a.静止的，
不动的",The child can't keep still for a moment.,这个孩子一刻也坐不住。,,
1115,stomach,[ˈstʌmək],n.胃，胃口；腹部,The sight of blood turns my stomach.,一见到血我就恶心。,,
1116,stop,[stɒp],"v.阻止，停止 n.停车站；
停止","When the teacher came into the
classroom, the students stopped talking,
and began to read the text, but the
teacher said, “Boys and girls，stop to
write a letter to your parents in English.""","当老师走进教室，学生们停止交谈并开
始读课文，但老师说：“同学们，停下
来用英语给你们的父母写封信。”",,
1117,store,[stɔ:(r)],"vt.存储，贮藏 n.商店；储
备",I can see trouble in store.,我预见到以后要有麻烦。,,
1118,storm,[stɔ:m],n.风暴，暴风雨,A small ship rolled about in the storm.,一只小船在暴风雨中颠簸飘摇。,,
1119,story,[ˈstɔ:ri],"n.（虚构的）故事，小
说；（真实情况的）叙述",The story took place in a small town.,故事发生在一个小镇。,,
1120,straight,[streɪt],"a.直的；坦率的 ad.直
地；立刻，马上",Go straight home and tell your mother.,马上回家告诉你妈妈。,,
1121,strange,[streɪndʒ],a.奇怪的；陌生的,I am strange to this kind of job.,我对这种工作很生疏。,,
1122,stranger,"[ˈstreɪndʒə
(r)]",n.陌生人,Don't talk to strangers.,不要与陌生人讲话。,,
1123,strength,[streŋθ],"n.力量，力气；强项，长
处","He hasn't got enough strength to lift the
box.",他没有足够的力气搬起那个箱子。,,
1124,strict,[strɪkt],a.严格的，严厉的,"She's very strict about things like
homework.",她对作业之类的事要求非常严格。,,
1125,strike,[straɪk],"v.打，击；袭击，侵袭；
敲响，报时；打动；
给……留下印象；罢工 n.
袭击；罢工","He died in 1899, a year before the
hurricane struck.","他去世于 1899 年，也就是飓风袭击
（这座城市）的前一年。",,
1126,struggle,[ˈstrʌgl],vi./n.斗争；奋斗,"My uncle has been struggling against
illness for many years.",我叔叔于疾病斗争了许多年。,,
1127,study,[ˈstʌdi],"v.学习，研究 n.学习，研
究；书房","He studied hard and finally learned the
lesson.",他努力学习，终于学会了这一课。,,
1128,stupid,[ˈstju:pɪd],a.愚蠢的，笨的,"How stupid of him to ask such a
question!",他是多么愚蠢，问这样的问题！,,
1129,subject,[ˈsʌbdʒɪkt],"n.科目；主语；主题；对
象","The subject of “The subject they like
talking about is the subjects they study” is
“the subject”.","“他们喜欢谈论的话题是他们所学的科
目”这句话的主题是“话题”。",,
1130,succeed,[səkˈsi:d],vi.成功 vt.继承,"They succeeded in collecting a lot of
money for medical equipment.",他们成功地为医疗器械筹集了很多钱。,,
1131,success,[səkˈses],n.成功（的人或事）,"It is said that he is a success in this field, so
we are sure that he will meet with success
this time.","据说他在这一领域是一个卓有成就的
人，因此我们相信这次他一定会获得成
功。",,
1132,successful,[səkˈsesfl],a.成功地，有成就的,He was successful in finding a good job.,他找到了一份好工作。,,
1133,such,[sʌtʃ],"det./pron.这样的，如此
的","Can you believe that in such a rich
country there should be so many poor
people？","你能相信在这样一个富有的国家里会有
这么多的穷人吗？",,
1134,sudden,[ˈsʌdn],a.突然的,"His decision to get married is rather
sudden.",他要结婚的决定相当突然。,,
1135,suffer,[ˈsʌfə(r)],v.受苦，遭受,He is suffering from a bad cold.,他正患重感冒。,,
1136,sugar,[ˈʃʊgə(r)],n.糖,She replaced sugar with honey.,她用蜂蜜替代糖。,,
1137,suggest,[səˈdʒest],vt.建议；暗示,"I had suggested his doing it another
way, but without success.","我曾建议他用另一种方法做这件事，但
没有成功。",,
1138,suit,[su:t],"n.一套（衣服） vt.适合，
合身",Tom is suited for teaching.,汤姆适合教书。,,
1139,suitable,[ˈsu:təbl],a.合适的，适宜的,"This kind of book is not suitable for
children.",这类书不适合孩子们看。,,
1140,supply,[səˈplaɪ],vt./n.供给，供应,The supply of gas in the city is good.,这个城市的煤气供应充足。,,
1141,support,[səˈpɔ:t],vt./n.支持；支撑；供养,He spoke in support of the plan.,他发言支持这项计划。,,
1142,suppose,[səˈpəʊz],vt.假定，猜想，料想,Pat is supposed to be here in an hour.,帕特应该在一小时后到这儿。,,
1143,sure,[ʃʊə(r)],"a.确信的，有把握的；一
定的，必定的 ad.[口]的
确；一定，当然","Linda, make sure the tables are set
before the guests arrive.","琳达，务必在客人到达之前将餐具摆
好。",,
1144,surface,[ˈsɜ:fɪs],n.表面,"The two things are similar on the surface,
but actually they have many differences.","这两种事物表面看起来相似，但实际上
有很大差别。",,
1145,surprise,[səˈpraɪz],n./vt.（使）吃惊,"He said in surprise that our coming gave
him a surprise.",他吃惊地说我们的到来使他感到惊喜。,,
1146,surround,[səˈraʊnd],vt.包围；环绕,The house is surrounded by trees.,这栋房子四周都是树。,,
1147,survive,[səˈvaɪv],v.幸免于难，幸存,Only 12 of the 140 passengers survived.,140 名乘客中只有12 人生还。,,
1148,suspect,[səˈspekt],n.嫌疑犯，可疑分子,"The police have taken the suspect to
the police station.",警察把这个嫌疑犯送到了警察局。,,
1149,sweep,[swi:p],v.扫，扫除；迅速传播,She swept the floor after supper.,晚饭后她清扫了地板。,,
1150,swim,[swɪm],vi./n.游泳,Let's go for a swim this afternoon.,今天下午我们去游泳吧。,,
1151,symbol,[ˈsɪmbl],n.象征；符号，标志,A dove is the symbol of peace.,鸽子是和平的象征。,,
1152,sympathy,[ˈsɪmpəθi],"n.同情（心）；赞同，支
持",I have no sympathy for beggars.,我不同情乞丐。,,
1153,take,[teɪk],"vt.拿，取；就座，就职；
花费；乘（车、船等）",The plant took off an hour late.,飞机起飞晚了一个小时。,,
1154,tale,[teɪl],n.传说，故事,Children love fairy tales.,孩子们喜欢神话故事。,,
1155,talk,[tɔ:k],"vi.说话，谈话 n.谈话；演
讲",Talk of the devil and he will appear.,[谚]说曹操，曹操就到。,,
1156,taste,[teɪst],"v.品尝；尝起来 n.滋味；
品味","The cook tasted the soup to see if it
tasted tasty.",厨师尝了尝汤，看看是否可口。,,
1157,teach,[ti:tʃ],v.教（书）,The adults teach them these skills.,大人们教他们这些技术。,,
1158,tear,[teə(r)],"n.[常pl.]泪珠，眼泪 vt.扯
开，撕裂","Tears in her eyes, she tore her boyfriend's
letter into pieces.","眼里含着泪，她把男朋友的来信撕成了
碎片。",,
1159,technology,[tekˈnɒlədʒi],n.技术,"Science has contributed much to
modern technology.",科学对现代技术做出了很大贡献。,,
1160,tell,[tel],vt.告诉；讲述；辨别,"It's also quite easy to tell British and
American English apart.","要将英国英语和美国英语分辨开来很容
易。",,
1161,tend,[tend],"v.趋向，倾向；照料，照
管；注意",Lucy tends to get angry too easily.,露西很容易生气。,,
1162,terrible,[ˈterəbl],"a.可怕的；极度的，厉害
的",A terrible sight met my eyes.,我看见了一幅恐怖的景象。,,
1163,thank,[θæŋk],vt.感谢 n.感谢，谢意,"Thanks to her help, I made great progress
in my study.","多亏她的帮助，我的学习有了很大的进
步。",,
1164,that,[ðæt],"pron./det.那个 ad.那
么，那样 conj.（引导从
句等）","The hat you bought is bigger than that I
bought.",你买的那顶帽子比我买的大。,,
1165,the,[ðə],"art.这/那个，这/那些
（用于特定的人/物、序
数词、最高级、专有名词
等前）",January is the first month of the year.,一月是一年中的第一个月份。,,
1166,then,[ðen],ad.然后；那么；那时,"From then on my journey became
interesting.",从那时起，我的旅行就变得有趣了。,,
1167,therefore,[ˈðeəfɔ:(r)],ad.因此，所以,"Therefore, I am writing to you to voice
my opinions.",因此我现在写信给你表达我的想法。,,
1168,think,[θɪŋk],v.想，思考；认为,Think before you answer the question.,这个问题要先想一想再回答。,,
1169,though,[ðəʊ],conj.尽管，虽然 ad.然而,"Though she's almost 40， she still plans to
compete.","尽管她已经快 40 岁了，她仍然打算参
加竞争。",,
1170,thousand,[ˈθaʊznd],num.千,"Man has lived on the earth for thousands
of years.",人类已经在地球上生活了成千上万年。,,
1171,through,[θru:],"prep.通过；穿过 ad.通
过；自始至终",Light comes in through the window.,光线从那扇窗子透进来。,,
1172,throw,[θrəʊ],v.投，掷，扔,"He practices throwing the ball into the
net every day.",他每天都练习投篮。,,
1173,tidy,[ˈtaɪdi],a.整洁的 vt.收拾，整洁,I have to tidy the garden.,我得整理花园。,,
1174,tie,[taɪ],"vt.系，捆 n.领带；绳；联
系","The man wearing a black tie was tied by
the kidnapper with a thick tie and tied
to a huge tree.","戴黑色领带的男子被绑匪用一根粗绳子
捆了起来，并绑在了一棵大树上。",,
1175,time,[taɪm],"n.时间；次（数）；[常
pl.]时期 vt.测定/记录……
的时间",He can be really bad-tempered at times.,他有的时候脾气可真坏。,,
1176,tire,[ˈtaɪə(r)],v.（使）疲劳,The long walking tied him out.,长途跋涉令他疲惫不堪。,,
1177,tired,[ˈtaɪəd],a.疲劳的，累的；厌倦的,"Fashion is a lot cheaper and people get
tired of things more quickly.","时装便宜了很多，并且人们会更快地厌
倦一些事物。",,
1178,toilet,[ˈtɔɪlət],n.厕所,Where is the toilet?,厕所在哪里？,,
1179,tongue,[tʌŋ],n.舌头；语言,"The speaker's tongue is very tired now
because he has made a speech with his
mother tongue for two hours.","演讲者用母语做了两个小时的演讲之后
舌头很累。",,
1180,too,[tu:],ad.也；太,It's too late to do anything about it now.,现在进行任何补救都为时太晚。,,
